Date,Time,Temperature,Humidity
23/11/2020,00:46:23,26.4,86.8
23/11/2020,00:46:25,26.4,86.8
23/11/2020,00:46:27,26.4,86.8
23/11/2020,00:46:30,26.3,86.7
23/11/2020,00:46:42,26.4,86.8
23/11/2020,00:46:45,26.3,86.7
23/11/2020,00:46:47,26.3,86.7
23/11/2020,00:46:52,26.4,86.8
23/11/2020,00:46:54,26.3,86.7
23/11/2020,00:46:56,26.4,86.8
23/11/2020,00:46:59,26.3,86.7
23/11/2020,00:47:03,26.4,86.8
